Roster

  System.X
  autoregulation.total_peripheral_resistance
  autoregulation.tpr_limit
  autoregulation.tpr_slope
  autoregulation.tpr_setpoint
  baroreceptor_reflex.affna
  baroreceptor_reflex.sympathetics
  fluids.total_body_water
  fluids.intake
  fluids.distribution
  fluids.extracellular
  fluids.intracellular
  fluids.blood_volume
  fluids.ideal_blood_volume
  fluids.unstressed_blood_volume
  heart.cardiac_output
  cardiac_output.plateau_multiplier
  cardiac_output.setpoint
  cardiac_output.ideal_cardiac_output
  cardiac_output.plateau
  heart.right_atrial_pressure
  heart.stroke_volume
  heart.mcfp_slope
  heart.mean_circulatory_filling_pressure
  heart.resistance_to_venous_return
  blood_flow.blood_flow
  renal_function.MAP_ideal
  renal_function.mean_arterial_pressure
  renal_function.bn
  renal_function.a_n
  renal_function.base_n
  renal_function.urine_output
  energy.energy_excess
  energy.ToWeightGain
  energy.metabolic_need/min
  energy.energy_excess
  growth.height
  growth.body_surface_area
  weight.calculated_weight
  weight.ideal
  weight.dry_percent
  weight.dry
  weight.real
108,0.0188105490755489,0.0602163354198942,0.000174623255173845,477.217843925607,0.994702064894015,1.00060810170067,3513.01711317387,0.453512768633705,0.67027725,1409.76322932084,2103.25388385304,465.221865675876,477.217843925607,277.846388594592,1251.17116770645,1.06178917173818,2.04213886959325,1178.38034433875,1251.19148980799,4.10533228241297,8.34114111804297,0.048924244284242,9.16720361360112,0.00404588493760895,110.103062758167,43.04,27.6404581127127,0.219399616175545,0.0219399616175545,1.0549556459383,0.0963171959992606,36.530533537987,0.00449345182264772,-0.227836066033931,36.530533537987,21.0025,0.269170725087799,1.20050426418112,4.78220978648179,0.260075906690455,1.24373754620322,4.75675465937709,
109,0.0188144798731653,0.0602183309625054,0.000174617001690621,477.234934322029,0.99532720268752,1.00052822397016,3513.18579845257,0.453529465498909,0.670275493055556,1409.82870972127,2103.3570887313,465.243474208019,477.234934322029,277.847678624788,1251.21961249925,1.06179120165716,2.0421420158472,1178.42372847064,1251.23994671415,4.10484825097356,8.3414640833283,0.0489185868014234,9.16713749246008,0.00404606835563948,110.107325899934,43.0403703703704,27.6458027761735,0.219407613973977,0.0219407613973977,1.05495516027223,0.0963393346957414,36.5318433996897,0.00449339132491217,-0.227833259783162,36.5318433996897,21.0025231481482,0.269176176639737,1.20050911542999,4.78223199009962,0.260076608645354,1.24374667774043,4.756932476193,
110,0.0188185242311415,0.0602203263667744,0.000174610749088564,477.252023534164,0.995919496060482,1.00045454273796,3513.35447258231,0.453546161303125,0.670273736111111,1409.89418543056,2103.46028715176,465.265081192084,477.252023534164,277.848968647048,1251.2680556761,1.06179323159233,2.04214516225858,1178.46710984572,1251.28840088836,4.10441373528034,8.34178703784065,0.0489132327982289,9.16712794305444,0.00404625710912457,110.111588899497,43.0407407407407,27.6513403544791,0.219415611264197,0.0219415611264197,1.05495467461474,0.0963630684103756,36.5331532513134,0.00449333082962111,-0.227830453473319,36.5331532513134,21.0025462962963,0.269181627765792,1.20051396680058,4.78225419358085,0.260077310584045,1.24375580919578,4.75711028177809,
111,0.0188226730343676,0.0602223216327128,0.000174604497430416,477.26911139012,0.996480352206902,1.00038656811483,3513.52313384968,0.453562855881495,0.670271979166667,1409.95965576113,2103.56347808855,465.286686401173,477.26911139012,277.850258661371,1251.31649669284,1.0617952615437,2.04214830882739,1178.51048803564,1251.3368518758,4.10402477620794,8.34210997795228,0.0489081583093122,9.16717048083022,0.00404645076463585,110.11585170897,43.0411111111111,27.6570552737712,0.219423607967236,0.0219423607967236,1.05495418896583,0.0963882708826302,36.5344630742135,0.0044932703367744,-0.227827647104406,36.5344630742135,21.0025694444444,0.269187078414603,1.20051881829289,4.78227639692548,0.260078012506529,1.24376494056926,4.75728807441895,
112,0.0188269178571968,0.0602243167603326,0.000174598246773867,477.286197731777,0.997011149010579,1.00032384741343,3513.69178067851,0.453579549082369,0.670270222222222,1410.02512008051,2103.66666059801,465.308289626567,477.286197731777,277.851548667757,1251.36493504851,1.06179729151126,2.04215145555363,1178.55386264636,1251.38529925804,4.10367772283372,8.34243290032338,0.0489033411900526,9.16726096148396,0.00404664892237017,110.120114284269,43.0414814814815,27.6629331689917,0.219431604010455,0.0219431604010455,1.05495370332551,0.0964148255931917,36.5357728511931,0.00449320984637188,-0.227824840676426,36.5357728511931,21.0025925925926,0.269192528538928,1.20052366990692,4.78229860013352,0.260078714412806,1.24377407186089,4.7574658525394,
113,0.0188312509195113,0.0602263117496453,0.000174591997171942,477.303282413711,0.997513232554493,1.00026596276049,3513.86041161919,0.45359624076627,0.670268465277778,1410.09057780699,2103.7698338122,465.329890676306,477.303282413711,277.852838666208,1251.41337028206,1.06179932149502,2.0421546024373,1178.59723331546,1251.43374265026,4.1033692112795,8.34275580188038,0.0488987609996114,9.16739555915353,0.00404685121386509,110.124376584821,43.0418518518519,27.6689608015814,0.219439599327043,0.0219439599327043,1.05495321769377,0.0964426251078642,36.5370825663988,0.00449314935841339,-0.227822034189385,36.5370825663988,21.0026157407407,0.269197978095321,1.20052852164266,4.78232080320495,0.260079416302878,1.24378320307065,4.75764361468984,
114,0.0188356650441974,0.0602283066006627,0.000174585748673376,477.320365302197,0.997987914960748,1.00021252878809,3514.02902533868,0.45361293080494,0.670266708333333,1410.15602840567,2103.87299693301,465.351489373872,477.320365302197,277.854128656722,1251.46180196934,1.06180135149496,2.04215774947841,1178.6405997097,1251.48218169859,4.10309614452036,8.34307867979562,0.0488943988878688,9.16757074532698,0.00404705729981422,110.128638573302,43.0422222222222,27.6751259808136,0.219447593855566,0.0219447593855566,1.05495273207061,0.0964715704495414,36.5383922052224,0.00449308887289879,-0.227819227643289,36.5383922052224,21.0026388888889,0.269203427043838,1.2005333735001,4.78234300613979,0.260080118176745,1.24379233419857,4.75782135953725,
115,0.0188401536162007,0.0602303013133964,0.000174579501322951,477.337446274273,0.998436472555517,1.00016319041281,3514.19762061127,0.453629619080443,0.670264951388889,1410.22147138472,2103.97614922656,465.373085556957,477.337446274273,277.8554186393,1251.51022972024,1.0618033815111,2.04216089667696,1178.68396152262,1251.53061607763,4.1028556731867,8.34340153146827,0.0488902374866752,9.16778326855153,0.00404726686798624,110.132900215381,43.0425925925926,27.6814174888896,0.219455587539532,0.0219455587539532,1.05495224645603,0.0965015704993663,36.539701754208,0.00449302838982791,-0.227816421038146,36.539701754208,21.002662037037,0.269208875347753,1.20053822547923,4.78236520893803,0.260080820034408,1.24380146524462,4.7579990858559,
116,0.0188447105432951,0.0602322958878583,0.000174573255161814,477.354525216882,0.998860144349461,1.00011762070972,3514.36619630992,0.453646305484341,0.670263194444444,1410.28690629188,2104.07929001803,465.394679076322,477.354525216882,277.856708613941,1251.55865317599,1.06180541154344,2.04216404403295,1178.72731847249,1251.57904548817,4.10264517737332,8.34372435450657,0.0488862608057557,9.16803013500605,0.00404747963124985,110.137161479487,43.042962962963,27.6878250098734,0.219463580326999,0.0219463580326999,1.05495176085003,0.0965325414278134,36.5410112009655,0.0044929679092006,-0.227813614373964,36.5410112009655,21.0026851851852,0.269214322973305,1.20054307758003,4.78238741159968,0.260081521875867,1.24381059620883,4.75817679251875,
117,0.0188493302186654,0.0602342903240599,0.000174567010227776,477.371602026062,0.999260130820883,1.00007551888632,3514.53475139827,0.45366298991692,0.6702614375,1410.35233271133,2104.18241868693,465.416269794739,477.371602026062,277.857998580647,1251.60707200669,1.06180744159196,2.0421671915464,1178.77067030019,1251.62746965508,4.10246224945974,8.34404714671127,0.0488824541335135,9.16830858998394,0.00404769532570584,110.141422336589,43.0433333333333,27.6943390625015,0.219471572170204,0.0219471572170204,1.05495127525261,0.0965644061560898,36.5423205340892,0.00449290743101671,-0.227810807650754,36.5423205340892,21.0027083333333,0.269219769889451,1.20054792980249,4.78240961412474,0.260082223701124,1.2438197270912,4.75835447848946,
118,0.0188540074853691,0.0602362846220131,0.000174560766555578,477.388676606212,0.999637592986219,1.0000366083597,3514.70328492328,0.453679672286479,0.670259680555556,1410.41775026065,2104.28553466263,465.437857586015,477.388676606212,277.859288539417,1251.65548590903,1.06180947165668,2.04217033921729,1178.81401676747,1251.67588832535,4.10230467793588,8.34436990606018,0.0488788039428949,9.16861610031741,0.00404791370892619,110.145682759994,43.0437037037037,27.7009509368609,0.219479563025224,0.0219479563025224,1.05495078966377,0.0965970938479184,36.5436297430819,0.00449284695527608,-0.227808000868525,36.5436297430819,21.0027314814815,0.26922521606765,1.20055278214659,4.78243181651321,0.260082925510179,1.24382885789171,4.75853214281499,
119,0.0188587376035542,0.0602382787817295,0.000174554524177148,477.405748869402,0.99999365129674,1.00000063498318,3514.87179600839,0.453696352508679,0.670257923611111,1410.48315858812,2104.38863742027,465.459442334081,477.405748869402,277.860578490252,1251.70389460403,1.06181150173758,2.04217348704564,1178.85735765518,1251.72430126624,4.10217041610123,8.34469263069354,0.0488752978045738,9.16895033816681,0.00404813455672353,110.149942725155,43.0440740740741,27.7076525765134,0.219487552851657,0.0219487552851657,1.05495030408351,0.0966305391339982,36.5449388182836,0.00449278648197855,-0.227805194027289,36.5449388182836,21.0027546296296,0.269230661481658,1.20055763461231,4.78245401876509,0.260083627303033,1.24383798861039,4.75870978461878,
120,0.0188635114257158,0.0602402728032207,0.00017454828312182,477.422818734766,1.00032867158171,0.999967111251029,3515.04028384741,0.45371303050595,0.670256166666667,1410.54855737028,2104.49172647713,465.481023932191,477.422818734766,277.861868433151,1251.75229776083,1.06181353183468,2.04217663503145,1178.90069276176,1251.77270826371,4.1020545895621,8.34501531840555,0.048871911885203,9.16930683552531,0.00404835733305116,110.154202202953,43.0444444444444,27.7144247309247,0.21949554161235,0.021949554161235,1.05494981851183,0.0966645961271027,36.546247750806,0.00449272601112397,-0.227802387127059,36.546247750806,21.0027777777778,0.269236106107339,1.20056248719964,4.78247622088039,0.260084329079686,1.24384711924723,4.75888740309463,
121,0.018868320402037,0.0602422666864986,0.000174542043412724,477.439886138393,1.00064335432801,0.999935581892756,3515.20874780319,0.453729706216988,0.670254409722222,1410.61394635148,2104.59480145171,465.502602295987,477.439886138393,277.863158368114,1251.80069513709,1.06181556194796,2.04217978317472,1178.94402192794,1251.8211091486,4.10195415112464,8.3453379675806,0.0488686239285027,9.16968141946462,0.00404858169887586,110.158461172064,43.0448148148148,27.7212552605697,0.219503529277937,0.0219503529277937,1.05494933294873,0.0966991586460011,36.5475565324716,0.00449266554271218,-0.227799580167845,36.5475565324716,21.0028009259259,0.269241549925632,1.20056733990855,4.7824984228591,0.26008503084014,1.24385624980223,4.75906499760542,
122,0.0188731621963633,0.0602442604315749,0.000174535805068912,477.456951027503,1.00093902614703,0.999905921362478,3515.3771873495,0.453746379591156,0.670252652777778,1410.67932532059,2104.6978620289,465.524177355795,477.456951027503,277.864448295142,1251.8490865887,1.06181759207744,2.04218293147545,1178.98734502213,1251.86950378117,4.10186860633596,8.34566057725801,0.0488654277938883,9.17007294023399,0.00404880759985671,110.162719619806,43.0451851851852,27.7281422155284,0.219511515824164,0.0219511515824164,1.05494884739421,0.0967342049884871,36.5488651559575,0.00449260507674304,-0.227796773149664,36.5488651559575,21.0028240740741,0.269246992920797,1.20057219273903,4.78252062470123,0.260085732584394,1.2438653802754,4.75924256762489,
123,0.0188780348086333,0.0602462540384611,0.000174529568108841,477.474013350933,1.00121682527397,0.999878022060538,3515.54560197623,0.453763050579376,0.670250895833333,1410.74469407297,2104.80090790326,465.545749044081,477.474013350933,277.865738214234,1251.89747195989,1.0618196222231,2.04218607993366,1179.03066191682,1251.91789202597,4.10179710975995,8.34598314639928,0.0488623182184894,9.17048041241755,0.00404903494290864,110.166977532471,43.0455555555556,27.7350822551564,0.219519501227521,0.0219519501227521,1.05494836184826,0.0967697079637269,36.5501736147921,0.00449254461321637,-0.227793966072527,36.5501736147921,21.0028472222222,0.269252435077585,1.20057704569104,4.78254282640678,0.260086434312451,1.24387451066673,4.75942011264296,
124,0.018882936326034,0.0602482475071691,0.000174523332549852,477.491073060557,1.00147783361215,0.999851781131379,3515.71399120357,0.453779719135476,0.670249138888889,1410.81005241612,2104.90393878745,465.567317297319,477.491073060557,277.867028125391,1251.94585110531,1.06182165238495,2.04218922854933,1179.07397249203,1251.96627375558,4.10173883544453,8.34630567403538,0.048859290171707,9.17090289396454,0.00404926363833047,110.171234897267,43.0459259259259,27.7420721488751,0.219527485465893,0.0219527485465893,1.0549478763109,0.0968056413753429,36.5514819031688,0.00449248415213204,-0.227791158936449,36.5514819031688,21.0028703703704,0.269257876381652,1.20058189876457,4.78256502797575,0.26008713602431,1.24388364097624,4.7595976321798,
125,0.0188878649433218,0.0602502408377105,0.000174517098408276,477.508130111001,1.00172306721809,0.999827101532351,3515.88235457908,0.453796385215926,0.670247381944444,1410.87540016852,2105.00695441056,465.588882055613,477.508130111001,277.868318028613,1251.99422388796,1.06182368256299,2.04219237732249,1179.11727663467,1252.01464884987,4.10169300617671,8.34662815925306,0.0488563389074271,9.17133949599648,0.00404949360170048,110.17549170214,43.0462962962963,27.7491088562557,0.219535468518428,0.0219535468518428,1.05494739078212,0.0968419805406115,36.5527900158357,0.00449242369348989,-0.227788351741446,36.5527900158357,21.0028935185185,0.269263316819477,1.20058675195959,4.78258722940814,0.260087837719973,1.24389277120392,4.759775125783,
126,0.0188928189582943,0.060252234030097,0.000174510865699492,477.525184459479,1.0019534797955,0.999803891785644,3516.05069167617,0.453813048779676,0.670245625,1410.94073715905,2105.10995451712,465.610443262486,477.525184459479,277.8696079239,1252.04259017865,1.06182571275722,2.04219552625312,1179.16057423806,1252.06301719554,4.10165888938214,8.34695060119097,0.0488534599518656,9.17178938054342,0.00404972475341694,110.179747935721,43.0466666666667,27.7561895106116,0.219543450365465,0.0219543450365465,1.05494690526191,0.0968787021833381,36.5540979480064,0.00449236323728975,-0.227785544487533,36.5540979480064,21.0029166666667,0.269268756378315,1.20059160527608,4.78260943070396,0.26008853939944,1.24390190134978,4.75995259302595,
127,0.0188977967660961,0.0602542270843403,0.000174504634437984,477.542236065647,1.00216996667057,0.99978206566901,3516.21900209257,0.453829709788021,0.670243868055556,1411.00606322632,2105.21293886625,465.632000864685,477.542236065647,277.870897811252,1252.09094985552,1.06182774296763,2.04219867534124,1179.20386520164,1252.11137868576,4.10163579453924,8.34727299903682,0.0488506490884226,9.17225175771842,0.00404995701842646,110.184003587286,43.047037037037,27.7633114091382,0.219551430988462,0.0219551430988462,1.05494641975028,0.0969157843546378,36.5554056952919,0.00449230278353147,-0.227782737174725,36.5554056952919,21.0029398148148,0.269274195046151,1.200596458714,4.7826316318632,0.260089241062711,1.24391103141382,4.76013003350638,
128,0.0189027968538988,0.0602562200004522,0.000174498404637389,477.559284891466,1.00237336845197,0.999761541926799,3516.38728544897,0.453846368204462,0.670242111111111,1411.07137821817,2105.3159072308,465.653554811997,477.559284891466,277.872187690669,1252.13930280369,1.06182977319423,2.04220182458684,1179.24714943058,1252.15973321981,4.10162307087705,8.3475953520246,0.048847902343532,9.17272588307757,0.00405019032597677,110.188258646725,43.0474074074074,27.7704720039971,0.219559410369937,0.0219559410369937,1.05494593424723,0.0969532063605113,36.556713253646,0.00449224233221491,-0.227779929803037,36.556713253646,21.002962962963,0.26927963281166,1.20060131227334,4.78265383288587,0.260089942709788,1.24392016139604,4.760307446845,
129,0.0189078177958459,0.0602582127784442,0.000174492176310547,477.576330901069,1.002564474448,0.999742243995498,3516.55554138772,0.453863023994586,0.670240354166667,1411.13668199114,2105.41885939658,465.675105057077,477.576330901069,277.873477562151,1252.1876489148,1.06183180343701,2.04220497398993,1179.29042683545,1252.20808070268,4.10162010518027,8.34791765943197,0.0488452159732219,9.17321105511221,0.00405042460938086,110.192513104502,43.0477777777778,27.7776688938062,0.219567388493407,0.0219567388493407,1.05494544875276,0.0969909486928652,36.5580206193221,0.0044921818833399,-0.227777122372488,36.5580206193221,21.0029861111111,0.269285069664165,1.20060616595406,4.78267603377197,0.260090644340672,1.24392929129644,4.76048483268416,
130,0.0189128582482463,0.0602602054183281,0.000174485949469544,477.593374060637,1.0027440258619,0.999724099742877,3516.72376957158,0.453879677125942,0.670238597222222,1411.20197440995,2105.52179516163,465.696651555283,477.593374060637,277.874767425699,1252.23598808667,1.06183383369598,2.04220812355052,1179.33369733193,1252.25642104482,4.10162631970245,8.34823992057782,0.0488425864503419,9.1737066128653,0.00405065980579253,110.196766951627,43.0481481481481,27.7848998155456,0.219575365343326,0.0219575365343326,1.05494496326686,0.0970289929639414,36.5593277888389,0.00449212143690629,-0.227774314883092,36.5593277888389,21.0030092592593,0.269290505593603,1.20061101975615,4.7826982345215,0.260091345955362,1.24393842111503,4.76066219068661,
131,0.0189179169450079,0.0602621979201156,0.00017447972412576,477.610414338282,1.00291271878063,0.99970704122032,3516.89196968256,0.453896327567932,0.670236840277778,1411.26725534704,2105.62471433552,465.718194264522,477.610414338282,277.876057281312,1252.28432022297,1.06183586397114,2.04221127326861,1179.37696084053,1252.30475416176,4.1016411701848,8.34856213481983,0.0488400104524364,9.17421193366797,0.00405089585599324,110.201020179622,43.0485185185185,27.7921626368694,0.219583340905039,0.0219583340905039,1.05494447778955,0.09706732184406,36.560634758952,0.00449206099291392,-0.227771507334868,36.560634758952,21.0030324074074,0.269295940590489,1.20061587367957,4.78272043513446,0.260092047553861,1.24394755085181,4.76083952053437,
132,0.0189229926933044,0.0602641902838184,0.000174473500289906,477.627451703934,1.00307120697122,0.99969100442786,3517.06014142079,0.453912975291702,0.670235083333333,1411.33252468213,2105.72761673866,465.739733145104,477.627451703934,277.877347128991,1252.33264523286,1.06183789426247,2.04221442314419,1179.42021728627,1252.35307997384,4.10166414397636,8.34888430155238,0.0488374848502409,9.17472643099206,0.00405113270418968,110.205272780491,43.0488888888889,27.7994553488084,0.219591315164725,0.0219591315164725,1.05494399232081,0.097105919002545,36.5619415266306,0.00449200055136264,-0.227768699727831,36.5619415266306,21.0030555555556,0.269301374645881,1.20062072772429,4.78274263561085,0.260092749136168,1.24395668050679,4.76101682192758,
133,0.0189280843694649,0.0602661825094482,0.000174467277972063,477.644486129242,1.00322010449796,0.999675929091409,3517.22828450352,0.453929620270043,0.670233326388889,1411.39778230183,2105.83050220169,465.761268159603,477.644486129242,277.878636968735,1252.38096303065,1.06183992457,2.04221757317728,1179.46346659845,1252.40139840597,4.10169475825194,8.34920642020433,0.0488350066967758,9.17524955241388,0.00405137029782186,110.209524746697,43.0492592592593,27.806776058848,0.21959928810935,0.021959928810935,1.05494350686064,0.0971447690517127,36.5632480890383,0.0044919401122523,-0.227765892062,36.5632480890383,21.0030787037037,0.269306807751353,1.20062558189028,4.78276483595069,0.260093450702284,1.24396581007996,4.76119409458348,
134,0.0189331909150781,0.0602681745970166,0.000174461057181718,477.661517587468,1.00335998817258,0.9996617584517,3517.3963986641,0.453946262477297,0.670231569444444,1411.46302809917,2105.93337056494,465.782799272725,477.661517587468,277.879926800545,1252.42927353557,1.0618419548937,2.04222072336788,1179.50670871041,1252.4497093873,4.10173255832353,8.34952849023716,0.0488325732170132,9.17578077768481,0.00405160858738107,110.213776071131,43.0496296296296,27.8141229843675,0.219607259726625,0.0219607259726625,1.05494302140905,0.0971838574937935,36.5645544435162,0.00449187967558274,-0.227763084337391,36.5645544435162,21.0031018518519,0.269312239898959,1.20063043617752,4.78278703615396,0.26009415225221,1.24397493957133,4.76137133823543,
135,0.0189383113333019,0.0602701665465353,0.000174454837927801,477.678546053398,1.00349139984869,0.999648439064439,3517.56448365106,0.453962901889265,0.6702298125,1411.5282619733,2106.03622167776,465.804326451188,477.678546053398,277.881216624421,1252.47757667145,1.06184398523359,2.04222387371599,1179.54994355926,1252.49801285102,4.10177711604139,8.34985051114301,0.0488301817980945,9.17631961690432,0.00405184752623749,110.218026747088,43.05,27.8214944464247,0.219615230004958,0.0219615230004958,1.05494253596604,0.0972231706706617,36.5658605875689,0.0044918192413538,-0.227760276554023,36.5658605875689,21.003125,0.26931767108121,1.20063529058598,4.78280923622066,0.260094853785948,1.24398406898089,4.76154855263195,
136,0.0189434446853691,0.060272158358016,0.000174448620218715,477.695571503256,1.00361484857087,0.999635920611154,3517.73253922723,0.453979538483127,0.670228055555556,1411.5934838291,2106.13905539813,465.825849663604,477.695571503256,277.882506440362,1252.52587236644,1.06184601558966,2.04222702422161,1179.59317108572,1252.54630873414,4.10182802828077,8.35017248244297,0.0488278299800705,9.1768656087905,0.00405208707047695,110.222276768247,43.0503703703704,27.8288888638719,0.219623198933418,0.0219623198933418,1.05494205053161,0.0972626957162511,36.5671665188521,0.00449175880956533,-0.227757468711914,36.5671665188521,21.0031481481481,0.269323101291047,1.20064014511563,4.78283143615081,0.260095555303496,1.24399319830867,4.7617257375359,
137,0.0189485900872813,0.0602741500314705,0.000174442404062365,477.712593914613,1.00373081258812,0.999624155720291,3517.90056516893,0.453996172237357,0.670226298611111,1411.65869357688,2106.24187159205,465.847368880371,477.712593914613,277.88379624837,1252.5741605528,1.06184804596192,2.04223017488476,1179.63639123384,1252.59459697722,4.10188491551043,8.35049440368534,0.0488255154471447,9.17741831904424,0.00405232717874642,110.226526128647,43.0507407407407,27.8363047477866,0.219631166501694,0.0219631166501694,1.05494156510575,0.0973024205115322,36.5684722351617,0.00449169838021718,-0.227754660811081,36.5684722351617,21.0031712962963,0.269328530521815,1.20064499976643,4.78285363594441,0.260096256804857,1.24400232755464,4.76190289272358,
138,0.0189537467066812,0.0602761415669103,0.000174436189466191,477.729613266316,1.0038397412407,0.999613099798034,3518.06856126516,0.454012803131651,0.670224541666667,1411.72389113201,2106.34467013315,465.868884073564,477.729613266316,277.885086048444,1252.62244116663,1.06185007635035,2.04223332570542,1179.67960395088,1252.64287752419,4.10194742043899,8.35081627444417,0.0488232360193918,9.17797733880213,0.00405256781210787,110.230774822663,43.0511111111111,27.8437406962046,0.219639132700061,0.0219639132700061,1.05494107968847,0.0973423336419272,36.5697777344238,0.00449163795330919,-0.227751852851544,36.5697777344238,21.0031944444444,0.26933395876724,1.20064985453836,4.78287583560144,0.260096958290032,1.24401145671883,4.76208001798399,
139,0.0189589137598957,0.0602781329643472,0.000174429976437192,477.746629538414,1.00394205672858,0.999602710868419,3518.23652731687,0.454029431146854,0.670222784722222,1411.78907641469,2106.44745090218,465.890395216847,477.746629538414,277.886375840584,1252.67071414765,1.06185210675497,2.04223647668361,1179.72280918706,1252.69115032217,4.10201520673561,8.35113809431766,0.0488209896449328,9.17854228317427,0.00405280893390005,110.235022844993,43.0514814814815,27.8511953891397,0.219647097519343,0.0219647097519343,1.05494059427976,0.0973824243570546,36.5710830146864,0.0044915775288412,-0.227749044833319,36.5710830146864,21.0032175925926,0.269339386021405,1.20065470943138,4.78289803512193,0.26009765975902,1.24402058580123,4.76225711311809,
140,0.018964090509141,0.0602801242237929,0.000174423764981952,477.763642712081,1.00403815576925,0.999592949422273,3518.40446313629,0.454046056264898,0.670221027777778,1411.85424934961,2106.55021378668,465.91190228537,477.763642712081,277.88766562479,1252.71897943902,1.06185413717576,2.04223962781933,1179.76600689544,1252.73941532125,4.10208795782121,8.35145986292682,0.0488187743925411,9.17911278986261,0.00405305050960789,110.239270190634,43.0518518518519,27.8586675838763,0.219655060950886,0.0219655060950886,1.05494010887962,0.0974226825326828,36.572388074111,0.00449151710681306,-0.227746236756426,36.572388074111,21.0032407407407,0.269344812278735,1.20065956444547,4.78292023450586,0.260098361211822,1.24402971480184,4.76243417793813,
141,0.0189692762598822,0.060282115345259,0.000174417555106666,477.780652769558,1.00412841115225,0.999583778274536,3518.57236854624,0.454062678468731,0.670219270833333,1411.91940986573,2106.65295868051,465.933405255692,477.780652769558,277.888955401063,1252.76723698712,1.06185616761274,2.04224277911258,1179.80919703171,1252.78767247435,4.10216537572676,8.35178157991415,0.04881658844466,9.17968851785594,0.00405329250673906,110.243516854867,43.0522222222222,27.8661561105222,0.219663022986522,0.0219663022986522,1.05493962348807,0.0974630986347838,36.5736929109658,0.00449145668722462,-0.227743428620884,36.5736929109658,21.0032638888889,0.269350237533969,1.2006644195806,4.78294243375324,0.26009906264844,1.24403884372066,4.76261121226691,
142,0.0189744703583393,0.0602841063287572,0.00017441134681716,477.79765969409,1.00421317319691,0.999575162429558,3518.74024337955,0.454079297742267,0.670217513888889,1411.98455789604,2106.75568548351,465.954904105693,477.79765969409,277.890245169402,1252.81548674135,1.06185819806589,2.04224593056337,1179.85237955407,1252.83592173704,4.10224718001526,8.35210324494234,0.0488144300908098,9.18026914619756,0.00405353489470739,110.247762833239,43.0525925925926,27.873659867808,0.219670983618546,0.0219670983618546,1.05493913810508,0.0975036636855839,36.5749975236184,0.00449139627007572,-0.227740620426712,36.5749975236184,21.003287037037,0.269355661782148,1.20066927483672,4.78296463286407,0.260099764068874,1.24404797255771,4.76278821593726,
143,0.0189796721891322,0.0602860971742991,0.000174405140118915,477.814663469861,1.00429277111959,0.999567068953939,3518.90808747843,0.454095914070321,0.670215756944444,1412.04969337727,2106.85839410117,465.976398814499,477.814663469861,277.891534929808,1252.86372865398,1.06186022853523,2.0422490821717,1179.89555442306,1252.88416306737,4.10233310676421,8.35242485769317,0.0488122977213662,9.18085437282215,0.00405377764472277,110.25200812155,43.052962962963,27.8811778191212,0.219678942839684,0.0219678942839684,1.05493865273067,0.0975443692315058,36.5763019105302,0.00449133585536621,-0.227737812173928,36.5763019105302,21.0033101851852,0.269361085018596,1.20067413021382,4.78298683183835,0.260100465473124,1.24405710131298,4.76296518879141,
144,0.0189848811730578,0.0602880878818965,0.000174398935017085,477.831664081948,1.00436751431639,0.999559466856551,3519.07590069398,0.454112527438561,0.670214,1412.11481624972,2106.96108444426,465.997889362408,477.831664081948,277.892824682281,1252.91196267995,1.06186225902074,2.04225223393757,1179.93872160146,1252.93239642577,4.10242290760534,8.35274641786634,0.0488101898216878,9.1814439134579,0.00405402072968723,110.256252715836,43.0533333333333,27.8887089887614,0.219686900643071,0.0219686900643071,1.05493816736484,0.0975852073129102,36.5776060702506,0.00449127544309593,-0.227735003862551,36.5776060702506,21.0033333333333,0.2693665072389,1.20067898571186,4.78300903067609,0.260101166861193,1.24406622998647,4.76314213068045,
145,0.0189900967649921,0.0602900784515611,0.000174392731516518,477.848661516263,1.00443769356647,0.999552326975335,3519.2436828856,0.454129137833461,0.670212243055556,1412.17992645705,2107.06375642856,466.019375730826,477.848661516263,277.89411442682,1252.96018877677,1.06186428952243,2.04225538586098,1179.9818810541,1252.98062177485,4.10251634881867,8.35306792517845,0.0488081049665778,9.1820375005908,0.00405426412409689,110.260496612355,43.0537037037037,27.8962524584075,0.219694857022228,0.0219694857022228,1.05493768200758,0.0976261704355326,36.5789100014111,0.00449121503326472,-0.227732195492601,36.5789100014111,21.0033564814815,0.2693719284389,1.2006838413308,4.78303122937728,0.260101868233079,1.24407535857819,4.7633190414638,
146,0.0189953184519107,0.0602920688833044,0.000174386529621774,477.865655759506,1.00450358216123,0.999545621870536,3519.41143392059,0.454145745242245,0.670210486111111,1412.24502394604,2107.16640997455,466.040857902195,477.865655759506,277.895404163426,1253.0084069043,1.0618663200403,2.04225853794195,1180.0250327478,1253.02883907934,4.10261321047791,8.353389379362,0.0488060418150593,9.18263488248764,0.00405450780394933,110.264739807578,43.0540740740741,27.9038073637836,0.219702811971035,0.0219702811971035,1.05493719665889,0.0976672515435369,36.5802137027214,0.00449115462587244,-0.227729387064098,36.5802137027214,21.0033796296296,0.26937734861467,1.20068869707062,4.78305342794193,0.260102569588785,1.24408448708814,4.76349592100873,
